text,Tokens,Preprocessed_Text
i have to increase the memory in a plus or se im not sure which since i havent seen it yet i did this a few years ago but i no longer have the instructions i forget which resistor needs to be cut to go from to mbs,"['increase', 'memory', 'plus', 'se', 'im', 'sure', 'since', 'havent', 'seen', 'yet', 'year', 'ago', 'longer', 'instruction', 'forget', 'resistor', 'need', 'cut', 'go', 'mb']",increase memory plus se im sure since havent seen yet year ago longer instruction forget resistor need cut go mb
i am continuing to collect user results to produce a more comprehensive report on iisi clock oscillator upgrades i you have attempted the modification please drop me a note with details of your experience the more reports obtained the more accurate the numbers i will generate if possible please include the following top speed achieved system configuration at top mhz setting a speed rating of the cpu the last two digits printed on cpu b presence of additional heat sinks c nubus fpu cards used d floppy drive functionality on both and m disks damage incurred during modification damage due to higher speed use average length of time the cpu is on ie hours a day unusual other modifications to the usual procedure,"['continuing', 'collect', 'user', 'result', 'produce', 'comprehensive', 'report', 'iisi', 'clock', 'oscillator', 'upgrade', 'attempted', 'modification', 'please', 'drop', 'note', 'detail', 'experience', 'report', 'obtained', 'accurate', 'number', 'generate', 'possible', 'please', 'include', 'following', 'top', 'speed', 'achieved', 'system', 'configuration', 'top', 'mhz', 'setting', 'speed', 'rating', 'cpu', 'last', 'two', 'digit', 'printed', 'cpu', 'b', 'presence', 'additional', 'heat', 'sink', 'c', 'nubus', 'fpu', 'card', 'used', 'floppy', 'drive', 'functionality', 'disk', 'damage', 'incurred', 'modification', 'damage', 'due', 'higher', 'speed', 'use', 'average', 'length', 'time', 'cpu', 'ie', 'hour', 'day', 'unusual', 'modification', 'usual', 'procedure']",continuing collect user result produce comprehensive report iisi clock oscillator upgrade attempted modification please drop note detail experience report obtained accurate number generate possible please include following top speed achieved system configuration top mhz setting speed rating cpu last two digit printed cpu b presence additional heat sink c nubus fpu card used floppy drive functionality disk damage incurred modification damage due higher speed use average length time cpu ie hour day unusual modification usual procedure
a few days ago my powerbook starts to freeze after appr seconds of inactivity it stays alive as long as a program is actively running or as long as the mouse is moved did anyone experience similar problems any known fixes please reply by email as i cant read this newsgroup normally regards mike fisher efisherntuacsg frank siebenlist senior research fellow gintic institute of manufacturing technology gimt nanyang technological university ntu nanyang avenue singapore tel fax,"['day', 'ago', 'powerbook', 'start', 'freeze', 'appr', 'second', 'inactivity', 'stay', 'alive', 'long', 'program', 'actively', 'running', 'long', 'mouse', 'moved', 'anyone', 'experience', 'similar', 'problem', 'known', 'fix', 'please', 'reply', 'email', 'cant', 'read', 'newsgroup', 'normally', 'regard', 'mike', 'fisher', 'efisherntuacsg', 'frank', 'siebenlist', 'senior', 'research', 'fellow', 'gintic', 'institute', 'manufacturing', 'technology', 'gimt', 'nanyang', 'technological', 'university', 'ntu', 'nanyang', 'avenue', 'singapore', 'tel', 'fax']",day ago powerbook start freeze appr second inactivity stay alive long program actively running long mouse moved anyone experience similar problem known fix please reply email cant read newsgroup normally regard mike fisher efisherntuacsg frank siebenlist senior research fellow gintic institute manufacturing technology gimt nanyang technological university ntu nanyang avenue singapore tel fax
has oops i meant fair not unfair,"['oops', 'meant', 'fair', 'unfair']",oops meant fair unfair
for a identifies that is this software available either commercially or public domain if so where,"['identifies', 'software', 'available', 'either', 'commercially', 'public', 'domain']",identifies software available either commercially public domain
the thirdparty media adapters are usually cheaper at least in toronto than apples i bought the adapters from asante instead of apple thats not true only the decstation comes with a thinwire bnc coaxial ethernet connector the and all have a single pin aui ethernet connector only i distinctly remembered this because when got the first and i thought all of them are going to be thinwire i eventually had to go back and ordered destas decs oversized version of an auitobnc adapter that must be used with a transciever cable for the rest of the stations my advise to the very original poster beverly is if all you want is to create a lan with two workstations and wont add machines to it ever go for thinwire regardless of the media type going for utp unshielded twisted pair wiring requires a concentrator which means extra money and i believe these units come with at least ports as for thicknet its a nightmare and cabling is expensive avoid it unless you have no choice eg the two machines are two floors parts on the mac side you will need one thinwire media adapter from apple or thirdparty macx make sure you get version wont run on system mactcp which comes with macx if you get macx v you should be getting mactcp v with it dont use earlier versions on a centris you may or may not need a ohm terminator depending on the thinwire media adapter so just ask the sales if the adapter is selfterminated or not configure mactcp to use ethernet on the decstation side you will need for a model you will only need a tconnector for models you will need an auitobnc adapter get one that can be plugged in directly to the aui port of the decstation this way you save the cost of a transciever cable a pin aui male to a pin aui female cable get a ohm terminator your twomachine network will look like this t decstation centris or t decstation centris ohm terminator t t connector thinwire rg coaxial cable auitobnc ie thicktothin adapter thickwire media adapter assuming selfterminated andy,"['thirdparty', 'medium', 'adapter', 'usually', 'cheaper', 'least', 'toronto', 'apple', 'bought', 'adapter', 'asante', 'instead', 'apple', 'thats', 'true', 'decstation', 'come', 'thinwire', 'bnc', 'coaxial', 'ethernet', 'connector', 'single', 'pin', 'aui', 'ethernet', 'connector', 'distinctly', 'remembered', 'got', 'first', 'thought', 'going', 'thinwire', 'eventually', 'go', 'back', 'ordered', 'destas', 'dec', 'oversized', 'version', 'auitobnc', 'adapter', 'must', 'used', 'transciever', 'cable', 'rest', 'station', 'advise', 'original', 'poster', 'beverly', 'want', 'create', 'lan', 'two', 'workstation', 'wont', 'add', 'machine', 'ever', 'go', 'thinwire', 'regardless', 'medium', 'type', 'going', 'utp', 'unshielded', 'twisted', 'pair', 'wiring', 'requires', 'concentrator', 'mean', 'extra', 'money', 'believe', 'unit', 'come', 'least', 'port', 'thicknet', 'nightmare', 'cabling', 'expensive', 'avoid', 'unless', 'choice', 'eg', 'two', 'machine', 'two', 'floor', 'part', 'mac', 'side', 'need', 'one', 'thinwire', 'medium', 'adapter', 'apple', 'thirdparty', 'macx', 'make', 'sure', 'get', 'version', 'wont', 'run', 'system', 'mactcp', 'come', 'macx', 'get', 'macx', 'v', 'getting', 'mactcp', 'v', 'dont', 'use', 'earlier', 'version', 'centris', 'may', 'may', 'need', 'ohm', 'terminator', 'depending', 'thinwire', 'medium', 'adapter', 'ask', 'sale', 'adapter', 'selfterminated', 'configure', 'mactcp', 'use', 'ethernet', 'decstation', 'side', 'need', 'model', 'need', 'tconnector', 'model', 'need', 'auitobnc', 'adapter', 'get', 'one', 'plugged', 'directly', 'aui', 'port', 'decstation', 'way', 'save', 'cost', 'transciever', 'cable', 'pin', 'aui', 'male', 'pin', 'aui', 'female', 'cable', 'get', 'ohm', 'terminator', 'twomachine', 'network', 'look', 'like', 'decstation', 'centris', 'decstation', 'centris', 'ohm', 'terminator', 'connector', 'thinwire', 'rg', 'coaxial', 'cable', 'auitobnc', 'ie', 'thicktothin', 'adapter', 'thickwire', 'medium', 'adapter', 'assuming', 'selfterminated', 'andy']",thirdparty medium adapter usually cheaper least toronto apple bought adapter asante instead apple thats true decstation come thinwire bnc coaxial ethernet connector single pin aui ethernet connector distinctly remembered got first thought going thinwire eventually go back ordered destas dec oversized version auitobnc adapter must used transciever cable rest station advise original poster beverly want create lan two workstation wont add machine ever go thinwire regardless medium type going utp unshielded twisted pair wiring requires concentrator mean extra money believe unit come least port thicknet nightmare cabling expensive avoid unless choice eg two machine two floor part mac side need one thinwire medium adapter apple thirdparty macx make sure get version wont run system mactcp come macx get macx v getting mactcp v dont use earlier version centris may may need ohm terminator depending thinwire medium adapter ask sale adapter selfterminated configure mactcp use ethernet decstation side need model need tconnector model need auitobnc adapter get one plugged directly aui port decstation way save cost transciever cable pin aui male pin aui female cable get ohm terminator twomachine network look like decstation centris decstation centris ohm terminator connector thinwire rg coaxial cable auitobnc ie thicktothin adapter thickwire medium adapter assuming selfterminated andy
hi im looking into buying a serial port switcher because while my mac has two serial ports i have appletalk a modem a printer midi and a sound digitizer unfortunately specifically im looking at the axion electronic switcher because it seems to be fairly cheap about at maczone does anyone know anything about it ive heard that with most of these things you can still only use serial ports at a time it just prevents you from physically swapping cables although ive also heard that programs that use the comm toolbox may be able to use as many serial ports as they want does anyone know if this is true with the axion switchbox finally if the axion stinks or if youre using something else that you think is good id be interested in hearing about other products i would like to spend under if possible please reply through mail im not a regular reader of this newsgroup if theres interest i can post a summary of replies thanks a lot,"['hi', 'im', 'looking', 'buying', 'serial', 'port', 'switcher', 'mac', 'two', 'serial', 'port', 'appletalk', 'modem', 'printer', 'midi', 'sound', 'digitizer', 'unfortunately', 'specifically', 'im', 'looking', 'axion', 'electronic', 'switcher', 'seems', 'fairly', 'cheap', 'maczone', 'anyone', 'know', 'anything', 'ive', 'heard', 'thing', 'still', 'use', 'serial', 'port', 'time', 'prevents', 'physically', 'swapping', 'cable', 'although', 'ive', 'also', 'heard', 'program', 'use', 'comm', 'toolbox', 'may', 'able', 'use', 'many', 'serial', 'port', 'want', 'anyone', 'know', 'true', 'axion', 'switchbox', 'finally', 'axion', 'stink', 'youre', 'using', 'something', 'else', 'think', 'good', 'id', 'interested', 'hearing', 'product', 'would', 'like', 'spend', 'possible', 'please', 'reply', 'mail', 'im', 'regular', 'reader', 'newsgroup', 'there', 'interest', 'post', 'summary', 'reply', 'thanks', 'lot']",hi im looking buying serial port switcher mac two serial port appletalk modem printer midi sound digitizer unfortunately specifically im looking axion electronic switcher seems fairly cheap maczone anyone know anything ive heard thing still use serial port time prevents physically swapping cable although ive also heard program use comm toolbox may able use many serial port want anyone know true axion switchbox finally axion stink youre using something else think good id interested hearing product would like spend possible please reply mail im regular reader newsgroup there interest post summary reply thanks lot
a couple of questions for the multimedia set does anybody have a phone or fax number or email address or name of a principal in cedar technologies in dublin new hampshire all i have is a postoffice box number and i want to ask a couple of questions before sending them some money any info much appreciated im running an se which came with no microphone is there any way other than using macrecorder with soundedit or cedars digitizer with some similar software to input recorded sound into my mac im trying to play some very short interview clips in a hypercard stack thanks for any and all help,"['couple', 'question', 'multimedia', 'set', 'anybody', 'phone', 'fax', 'number', 'email', 'address', 'name', 'principal', 'cedar', 'technology', 'dublin', 'new', 'hampshire', 'postoffice', 'box', 'number', 'want', 'ask', 'couple', 'question', 'sending', 'money', 'info', 'much', 'appreciated', 'im', 'running', 'se', 'came', 'microphone', 'way', 'using', 'macrecorder', 'soundedit', 'cedar', 'digitizer', 'similar', 'software', 'input', 'recorded', 'sound', 'mac', 'im', 'trying', 'play', 'short', 'interview', 'clip', 'hypercard', 'stack', 'thanks', 'help']",couple question multimedia set anybody phone fax number email address name principal cedar technology dublin new hampshire postoffice box number want ask couple question sending money info much appreciated im running se came microphone way using macrecorder soundedit cedar digitizer similar software input recorded sound mac im trying play short interview clip hypercard stack thanks help
i have an old mac plus a couple of years ago i bought a shiney new lc it came with apples new keyboard with abd ports i replaced it with a macproplus extended keyboard which i thoroughly enjoy thank you very much well i have this extra keyboard which i would like to use on the plus but theres a little problem the plus uses an rj jack for keyboard input and the new keyboards dont i got an extra adb cable from my local apple dealer theyre such nice people but they couldnt tell me the order of the wires there are four wires in the adb cables black white red tan i know ones a ground one gets the serial signal one supplies volts and i forgot what the fourth one does anyway if you hook them up wrong youll fry a board and i dont want to do if any brave souls out there have done this before please email your experience directly to me i would greatly appreciate it especially since apples original keyboard is not ergonomically correct btw i did take apart my new keyboard to see if i could find the correlation between the wires for the rj jack and the adb since it has both but no such luck the connections are soldered inside of little boxes oh well one more thing in case you are thinking that the abd ports on the newer models are different from the connection used on the plus youre right however you can use the telephone cable from the plus and connect the macproplus keyboard via its own rj jack in other words this little engineering feat i wish to do is possible its merely a matter of finding out the correct order omt when i get this to work i definitely will post the solution so others can too thanx for the input,"['old', 'mac', 'plus', 'couple', 'year', 'ago', 'bought', 'shiney', 'new', 'lc', 'came', 'apple', 'new', 'keyboard', 'abd', 'port', 'replaced', 'macproplus', 'extended', 'keyboard', 'thoroughly', 'enjoy', 'thank', 'much', 'well', 'extra', 'keyboard', 'would', 'like', 'use', 'plus', 'there', 'little', 'problem', 'plus', 'us', 'rj', 'jack', 'keyboard', 'input', 'new', 'keyboard', 'dont', 'got', 'extra', 'adb', 'cable', 'local', 'apple', 'dealer', 'theyre', 'nice', 'people', 'couldnt', 'tell', 'order', 'wire', 'four', 'wire', 'adb', 'cable', 'black', 'white', 'red', 'tan', 'know', 'one', 'ground', 'one', 'get', 'serial', 'signal', 'one', 'supply', 'volt', 'forgot', 'fourth', 'one', 'anyway', 'hook', 'wrong', 'youll', 'fry', 'board', 'dont', 'want', 'brave', 'soul', 'done', 'please', 'email', 'experience', 'directly', 'would', 'greatly', 'appreciate', 'especially', 'since', 'apple', 'original', 'keyboard', 'ergonomically', 'correct', 'btw', 'take', 'apart', 'new', 'keyboard', 'see', 'could', 'find', 'correlation', 'wire', 'rj', 'jack', 'adb', 'since', 'luck', 'connection', 'soldered', 'inside', 'little', 'box', 'oh', 'well', 'one', 'thing', 'case', 'thinking', 'abd', 'port', 'newer', 'model', 'different', 'connection', 'used', 'plus', 'youre', 'right', 'however', 'use', 'telephone', 'cable', 'plus', 'connect', 'macproplus', 'keyboard', 'via', 'rj', 'jack', 'word', 'little', 'engineering', 'feat', 'wish', 'possible', 'merely', 'matter', 'finding', 'correct', 'order', 'omt', 'get', 'work', 'definitely', 'post', 'solution', 'others', 'thanx', 'input']",old mac plus couple year ago bought shiney new lc came apple new keyboard abd port replaced macproplus extended keyboard thoroughly enjoy thank much well extra keyboard would like use plus there little problem plus us rj jack keyboard input new keyboard dont got extra adb cable local apple dealer theyre nice people couldnt tell order wire four wire adb cable black white red tan know one ground one get serial signal one supply volt forgot fourth one anyway hook wrong youll fry board dont want brave soul done please email experience directly would greatly appreciate especially since apple original keyboard ergonomically correct btw take apart new keyboard see could find correlation wire rj jack adb since luck connection soldered inside little box oh well one thing case thinking abd port newer model different connection used plus youre right however use telephone cable plus connect macproplus keyboard via rj jack word little engineering feat wish possible merely matter finding correct order omt get work definitely post solution others thanx input
the subject says what i would like to do here are the details i have a ke with the macrescue upgrade board that makes it the equivalent of a plus system and macenvy both identify it as such the macrescue board clips onto the on the mb it also has a itself periodically i have to remove the clip not an entirely easy thing to do and clean the legs of the larry pinas book asserts that this is occasionally a problem with snap on upgrades the s legs will oxidize causing unusual system errors well thats me so i would like to do something permanent and i think it would be fairly easy to put a socket in where the currently is and modify the macrescue board to plug in what im not sure of is whether it will work it seems to me that the two s arent acting independently so removing one shouldnt have any effect on the performance of my mac im about sure will someone provide the extra,"['subject', 'say', 'would', 'like', 'detail', 'ke', 'macrescue', 'upgrade', 'board', 'make', 'equivalent', 'plus', 'system', 'macenvy', 'identify', 'macrescue', 'board', 'clip', 'onto', 'mb', 'also', 'periodically', 'remove', 'clip', 'entirely', 'easy', 'thing', 'clean', 'leg', 'larry', 'pinas', 'book', 'asserts', 'occasionally', 'problem', 'snap', 'upgrade', 'leg', 'oxidize', 'causing', 'unusual', 'system', 'error', 'well', 'thats', 'would', 'like', 'something', 'permanent', 'think', 'would', 'fairly', 'easy', 'put', 'socket', 'currently', 'modify', 'macrescue', 'board', 'plug', 'im', 'sure', 'whether', 'work', 'seems', 'two', 'arent', 'acting', 'independently', 'removing', 'one', 'shouldnt', 'effect', 'performance', 'mac', 'im', 'sure', 'someone', 'provide', 'extra']",subject say would like detail ke macrescue upgrade board make equivalent plus system macenvy identify macrescue board clip onto mb also periodically remove clip entirely easy thing clean leg larry pinas book asserts occasionally problem snap upgrade leg oxidize causing unusual system error well thats would like something permanent think would fairly easy put socket currently modify macrescue board plug im sure whether work seems two arent acting independently removing one shouldnt effect performance mac im sure someone provide extra
i recently aquired a quantum q harddisk it is a meg mechanism it is scsi i have a few questions and a few problems first there seems to be an extra connector socket on the back that i cant figure out what it is for the address is set by some jumpers on the bottom so i dont think it is for that any ideas second it would be nice to get a hardware manual for the drive there are a lot of jumpers on it that we dont know what they are for third i have got the drive to format it took a while to get things to work and most of it is fine for now the formating initialy was troublesome but seems to be ok the main problem is if you do a reset on the macplus the drive disappears if i shut the mac off and then back on agian then the drive comes up fine any ideas please reply to one of the email addresses below thanks,"['recently', 'aquired', 'quantum', 'q', 'harddisk', 'meg', 'mechanism', 'scsi', 'question', 'problem', 'first', 'seems', 'extra', 'connector', 'socket', 'back', 'cant', 'figure', 'address', 'set', 'jumper', 'bottom', 'dont', 'think', 'idea', 'second', 'would', 'nice', 'get', 'hardware', 'manual', 'drive', 'lot', 'jumper', 'dont', 'know', 'third', 'got', 'drive', 'format', 'took', 'get', 'thing', 'work', 'fine', 'formating', 'initialy', 'troublesome', 'seems', 'ok', 'main', 'problem', 'reset', 'macplus', 'drive', 'disappears', 'shut', 'mac', 'back', 'agian', 'drive', 'come', 'fine', 'idea', 'please', 'reply', 'one', 'email', 'address', 'thanks']",recently aquired quantum q harddisk meg mechanism scsi question problem first seems extra connector socket back cant figure address set jumper bottom dont think idea second would nice get hardware manual drive lot jumper dont know third got drive format took get thing work fine formating initialy troublesome seems ok main problem reset macplus drive disappears shut mac back agian drive come fine idea please reply one email address thanks
has anyone tried or does anyone know if this procedure will work on an se mines old slow and in need of either death or power kelley thomas kelley boylan powerpc ibm austin,"['anyone', 'tried', 'anyone', 'know', 'procedure', 'work', 'se', 'mine', 'old', 'slow', 'need', 'either', 'death', 'power', 'kelley', 'thomas', 'kelley', 'boylan', 'powerpc', 'ibm', 'austin']",anyone tried anyone know procedure work se mine old slow need either death power kelley thomas kelley boylan powerpc ibm austin
the fgx has a maximum horizontal scan rate of khz so driving it at khz to get x on the mac is way beyond the tolerance the fg is speced at khz so going khz is only above the minimally guaranteed figure i too doubt if the damark monitor would sync to a mac at x like most things you get what you pay thats the deal john rutirasiri,"['fgx', 'maximum', 'horizontal', 'scan', 'rate', 'khz', 'driving', 'khz', 'get', 'x', 'mac', 'way', 'beyond', 'tolerance', 'fg', 'speced', 'khz', 'going', 'khz', 'minimally', 'guaranteed', 'figure', 'doubt', 'damark', 'monitor', 'would', 'sync', 'mac', 'x', 'like', 'thing', 'get', 'pay', 'thats', 'deal', 'john', 'rutirasiri']",fgx maximum horizontal scan rate khz driving khz get x mac way beyond tolerance fg speced khz going khz minimally guaranteed figure doubt damark monitor would sync mac x like thing get pay thats deal john rutirasiri
i am looking for recommendationsexperiences of bringing macintosh cpus onto tokenring nets can someone point me in the right direction for information,"['looking', 'recommendationsexperiences', 'bringing', 'macintosh', 'cpu', 'onto', 'tokenring', 'net', 'someone', 'point', 'right', 'direction', 'information']",looking recommendationsexperiences bringing macintosh cpu onto tokenring net someone point right direction information
does gx take the place of bit qd or add to it right now bit is kinda aesthetically a pain in a few places because of hacks upon hacks to maintain compatibility with original qdi think of things like where you have to cast cgrafports to grafports and such it would be a lot cleaner to ditch this entire mess and start overdo we get that,"['gx', 'take', 'place', 'bit', 'qd', 'add', 'right', 'bit', 'kinda', 'aesthetically', 'pain', 'place', 'hack', 'upon', 'hack', 'maintain', 'compatibility', 'original', 'qdi', 'think', 'thing', 'like', 'cast', 'cgrafports', 'grafports', 'would', 'lot', 'cleaner', 'ditch', 'entire', 'mess', 'start', 'overdo', 'get']",gx take place bit qd add right bit kinda aesthetically pain place hack upon hack maintain compatibility original qdi think thing like cast cgrafports grafports would lot cleaner ditch entire mess start overdo get
i have version which i believe was needed for a machine you should be able to get the newest version by calling their tech support at or if you have a modem you can get the driver from their bbs at dean,"['version', 'believe', 'needed', 'machine', 'able', 'get', 'newest', 'version', 'calling', 'tech', 'support', 'modem', 'get', 'driver', 'bb', 'dean']",version believe needed machine able get newest version calling tech support modem get driver bb dean
if you write a second time to a cd you need to have multisession capability to read the second session whether it is photos or just data or whatever here is a simplified way of looking at it the first session has the directory structure burned at some tracks the second session has a newer directory structure but the first directory still exists because you cannot change only add so if you put that in a normal drive and it will only look to the first directory and think it has found all data multisession kindof means that the drive will look for the last directory written to the disc older systems look only for the directory not taking multiple directories into account,"['write', 'second', 'time', 'cd', 'need', 'multisession', 'capability', 'read', 'second', 'session', 'whether', 'photo', 'data', 'whatever', 'simplified', 'way', 'looking', 'first', 'session', 'directory', 'structure', 'burned', 'track', 'second', 'session', 'newer', 'directory', 'structure', 'first', 'directory', 'still', 'exists', 'change', 'add', 'put', 'normal', 'drive', 'look', 'first', 'directory', 'think', 'found', 'data', 'multisession', 'kindof', 'mean', 'drive', 'look', 'last', 'directory', 'written', 'disc', 'older', 'system', 'look', 'directory', 'taking', 'multiple', 'directory', 'account']",write second time cd need multisession capability read second session whether photo data whatever simplified way looking first session directory structure burned track second session newer directory structure first directory still exists change add put normal drive look first directory think found data multisession kindof mean drive look last directory written disc older system look directory taking multiple directory account
i used hp deskjet with orange micros grappler ls on system but now i update system to system with kanjitalk then i can not print by my deskjet is the grappler ls old can i use deskjet on system please tell me how to use deskjet on system thank you,"['used', 'hp', 'deskjet', 'orange', 'micros', 'grappler', 'l', 'system', 'update', 'system', 'system', 'kanjitalk', 'print', 'deskjet', 'grappler', 'l', 'old', 'use', 'deskjet', 'system', 'please', 'tell', 'use', 'deskjet', 'system', 'thank']",used hp deskjet orange micros grappler l system update system system kanjitalk print deskjet grappler l old use deskjet system please tell use deskjet system thank
are there any pds expansion cards out there that specifically take advantage of the lciiis bit data path and mhz clock speed if they exist are they significantly faster than the lclcii versions,"['pd', 'expansion', 'card', 'specifically', 'take', 'advantage', 'lciiis', 'bit', 'data', 'path', 'mhz', 'clock', 'speed', 'exist', 'significantly', 'faster', 'lclcii', 'version']",pd expansion card specifically take advantage lciiis bit data path mhz clock speed exist significantly faster lclcii version
,[],
yes that is exactly what it means the lc family of macs can only use pds cards they are not able to use nubus,"['yes', 'exactly', 'mean', 'lc', 'family', 'mac', 'use', 'pd', 'card', 'able', 'use', 'nubus']",yes exactly mean lc family mac use pd card able use nubus
i would like more info on this if anybody has it our exabyte tapedrive has never been working from the quadra we have been trying it since september replaced cabling inits i dont know what all all the industry experts we phoned the tapedrive dealer our apple dealer the software dealer all say its our fault or they dont know the last thing they said was that we needed a special quadra scsi terminator anybody know more thanks,"['would', 'like', 'info', 'anybody', 'exabyte', 'tapedrive', 'never', 'working', 'quadra', 'trying', 'since', 'september', 'replaced', 'cabling', 'inits', 'dont', 'know', 'industry', 'expert', 'phoned', 'tapedrive', 'dealer', 'apple', 'dealer', 'software', 'dealer', 'say', 'fault', 'dont', 'know', 'last', 'thing', 'said', 'needed', 'special', 'quadra', 'scsi', 'terminator', 'anybody', 'know', 'thanks']",would like info anybody exabyte tapedrive never working quadra trying since september replaced cabling inits dont know industry expert phoned tapedrive dealer apple dealer software dealer say fault dont know last thing said needed special quadra scsi terminator anybody know thanks
help i just received my falcon upgrade from spectrum holobyte today my se is running sys with mb of ram like the instructions said i only installed disk the programno start up screen or music i just downloaded macsbug from ftpapplecom like it said and installed it in my system folder i restarted the mac an hour later and it wouldnt completely boot off the internal hd i get the happy mac then it disappears only to reappear and repeat the cycle continuously i never even get the welcome to macintosh message norton utilities fixed about new problems but the same thing still happened what do i do please email to orlyaludrauscedu thanks in advance victor orly,"['help', 'received', 'falcon', 'upgrade', 'spectrum', 'holobyte', 'today', 'se', 'running', 'sys', 'mb', 'ram', 'like', 'instruction', 'said', 'installed', 'disk', 'programno', 'start', 'screen', 'music', 'downloaded', 'macsbug', 'ftpapplecom', 'like', 'said', 'installed', 'system', 'folder', 'restarted', 'mac', 'hour', 'later', 'wouldnt', 'completely', 'boot', 'internal', 'hd', 'get', 'happy', 'mac', 'disappears', 'reappear', 'repeat', 'cycle', 'continuously', 'never', 'even', 'get', 'welcome', 'macintosh', 'message', 'norton', 'utility', 'fixed', 'new', 'problem', 'thing', 'still', 'happened', 'please', 'email', 'orlyaludrauscedu', 'thanks', 'advance', 'victor', 'orly']",help received falcon upgrade spectrum holobyte today se running sys mb ram like instruction said installed disk programno start screen music downloaded macsbug ftpapplecom like said installed system folder restarted mac hour later wouldnt completely boot internal hd get happy mac disappears reappear repeat cycle continuously never even get welcome macintosh message norton utility fixed new problem thing still happened please email orlyaludrauscedu thanks advance victor orly
i recently upgraded to system and now i also upgraded my deskwriter drivers from to i got the software from sumex but it is not clear to me where to install what can someone tell me which of the files that come with dw go where and for what purpose what can be left out for instance if you dont want to do background printing thanks tom,"['recently', 'upgraded', 'system', 'also', 'upgraded', 'deskwriter', 'driver', 'got', 'software', 'sumex', 'clear', 'install', 'someone', 'tell', 'file', 'come', 'dw', 'go', 'purpose', 'left', 'instance', 'dont', 'want', 'background', 'printing', 'thanks', 'tom']",recently upgraded system also upgraded deskwriter driver got software sumex clear install someone tell file come dw go purpose left instance dont want background printing thanks tom
ive been looking into getting a portable mac to do some work and ive had my eye on the pb lately ive been seeing people with the old portables and theyre selling for less that the pb s what i want to know is what are the differences between them all i know is that the portable is heavier but the pb doesnt have an internal drive heres what i need to know does the portable support appletalknetwork connections whats the cpu inside a portable does the portable support system whats the maximum memory capacity of the portable can you still get ram meaning does it use special simms what kind of internal hd does it use does the portable have a better screen thanx in advance,"['ive', 'looking', 'getting', 'portable', 'mac', 'work', 'ive', 'eye', 'pb', 'lately', 'ive', 'seeing', 'people', 'old', 'portable', 'theyre', 'selling', 'le', 'pb', 'want', 'know', 'difference', 'know', 'portable', 'heavier', 'pb', 'doesnt', 'internal', 'drive', 'here', 'need', 'know', 'portable', 'support', 'appletalknetwork', 'connection', 'whats', 'cpu', 'inside', 'portable', 'portable', 'support', 'system', 'whats', 'maximum', 'memory', 'capacity', 'portable', 'still', 'get', 'ram', 'meaning', 'use', 'special', 'simms', 'kind', 'internal', 'hd', 'use', 'portable', 'better', 'screen', 'thanx', 'advance']",ive looking getting portable mac work ive eye pb lately ive seeing people old portable theyre selling le pb want know difference know portable heavier pb doesnt internal drive here need know portable support appletalknetwork connection whats cpu inside portable portable support system whats maximum memory capacity portable still get ram meaning use special simms kind internal hd use portable better screen thanx advance
whats the latest version of stepping out that works ok with s,"['whats', 'latest', 'version', 'stepping', 'work', 'ok']",whats latest version stepping work ok
the problem is this after starting up my machine it gives a high pitched sound once at the desktop also it only does it when the mouse is up or a menu is not showing as if i click the mouse the noise goes away for the amount of time the mouse is down also this problem only happens for about minutes,"['problem', 'starting', 'machine', 'give', 'high', 'pitched', 'sound', 'desktop', 'also', 'mouse', 'menu', 'showing', 'click', 'mouse', 'noise', 'go', 'away', 'amount', 'time', 'mouse', 'also', 'problem', 'happens', 'minute']",problem starting machine give high pitched sound desktop also mouse menu showing click mouse noise go away amount time mouse also problem happens minute
hi all i just got a la cie meg external hard drive speed tests show that its substantially faster that my internal meg quantum hd supposedly the and the both lps drives are roughly rated the same speed why such a large difference marc,"['hi', 'got', 'la', 'cie', 'meg', 'external', 'hard', 'drive', 'speed', 'test', 'show', 'substantially', 'faster', 'internal', 'meg', 'quantum', 'hd', 'supposedly', 'lp', 'drive', 'roughly', 'rated', 'speed', 'large', 'difference', 'marc']",hi got la cie meg external hard drive speed test show substantially faster internal meg quantum hd supposedly lp drive roughly rated speed large difference marc
